measurement_id,dataset_id,complex_id,value,error
257,0,3,0.157614341637,0.04584050866799999
258,0,3,0.174170857686,0.06117280318299999
259,0,3,0.147701685164,0.030747010555999987
260,0,39,0.0395197479086,0.012878041146900002
261,0,3,0.144747471798,0.06671755755379999
262,0,3,0.163677741032,0.03693310088900001
263,0,3,0.186123121392,0.048857379048
264,0,3,0.111052702526,0.04113186414100001
265,0,107,0.120186122126,0.02877034604909999
266,0,725,2.4959052875e-05,4.310185893899999e-06
267,0,359,1.09129876522e-06,1.8487295068299998e-06
268,0,1543,5.78838700008e-22,3.2105562239599995e-06
269,0,3,0.12616522728,0.041472299382000005
270,0,68,0.0107645855558,0.007239661263200001
271,0,3,0.171358748557,0.040024557766
272,0,3,0.16432050855,0.04050698872
273,0,3,0.178720948536,0.06538738691100002
274,0,3,0.167788337633,0.03941915863699999
275,0,468,0.000356105865166,0.000295579285414
276,0,3,0.11890758762,0.03855059982199999
277,0,1557,0.000179290759628,5.644943438400002e-05
278,0,3,0.160072412534,0.048088275840000014
279,0,84,0.13276750245,0.027447474062999994
280,0,0,0.129844103783,0.06265918641100002
281,0,934,0.000204630690957,8.576241086600002e-05
282,0,0,0.122238756023,0.027000903320999997
283,0,1762,0.000995347605518,0.0002966539656420001
284,0,3,0.198084714087,0.04054584045500001
285,0,3,0.198238551312,0.070486887483
286,0,1749,0.00203682353179,0.00041736568575
287,0,1577,6.10399756699e-06,4.31407334421e-06
288,0,3,0.0984534648531,0.05071449109590001
289,0,3,0.11685234312,0.04493525844800002
290,0,267,0.000322761955884,0.000119359128292
291,0,147,0.00194415515452,0.0010161616271500001
292,0,3,0.103243289688,0.08326874328100001
293,0,3,0.121922983747,0.09642457610399999
294,0,3,0.128473635849,0.068485867816
295,0,3,0.230811085733,0.096641056846
296,0,3,0.126017635765,0.04250802295200001
297,0,1375,1.58207477425e-06,1.58207477425e-06
298,0,3,0.178400360794,0.10904906514430002
299,0,3,0.140527244303,0.05801698453099999
300,0,3,0.109743946269,0.05805434125299999
301,0,3,0.152203954961,0.041794614051000004
302,0,91,0.236101041746,0.105767960941
303,0,183,0.00457599197351,0.00214218826537
304,0,27,0.000187708297421,4.724726556299999e-05
305,0,1046,1.21714153038e-06,4.8823551302300005e-06
306,0,3,0.130567285358,0.04613723785599999
307,0,187,0.0116231194101,0.009770538208300001
308,0,3,0.218836740334,0.087032872984
309,0,151,0.00654875176857,0.002527116348049999
310,0,3,0.156465094176,0.032537193312
311,0,431,0.000702781353053,0.00012197281589200004
312,0,235,0.0037494128703,0.00110761453778
313,0,3,0.19329947714,0.05546588471400002
314,0,3,0.144264657754,0.040412402453
315,0,3,0.171047653107,0.06707775315599998
316,0,3,0.155439522305,0.03803269091599999
317,0,3,0.122048308312,0.04076872415999999
318,0,1112,1.21839376479e-05,7.0747174898e-06
319,0,59,0.00400302919044,0.0026610233156700008
320,0,3,0.178949724259,0.053180229746999985
321,0,3,0.148959626837,0.035105598145000014
322,0,3,0.176554306747,0.048785422981
323,0,3,0.145884153541,0.05315511716599999
324,0,35,0.000412733991633,0.00014650143514699997
325,0,3,0.164082586725,0.031636567431999996
326,0,3,0.206384018538,0.050239039628
327,0,3,0.162986659146,0.07355479658200001
328,0,3,0.214699502638,0.06153757031100002
329,0,3,0.132370563331,0.032383609589700005
330,0,119,0.119271283047,0.025951899708000006
331,0,978,0.00239235223567,0.00134550147676
332,0,1210,0.0100650167813,0.006686572619900001
333,0,11,0.0153298929319,0.009967657667400001
334,0,1339,0.000165473965453,7.7519841216e-05
335,0,1306,0.00401130089418,0.0014028451296999997
336,0,1236,9.73931224233e-05,3.345702367769999e-05
337,0,3,0.178357355682,0.06497501527300001
338,0,1848,1.00373791737e-05,3.5944571891200005e-06
339,0,3,0.139923447431,0.050118692438999995
340,0,1419,0.00076477278021,0.0002144272629310001
341,0,43,0.0214352150428,0.018109210993200002
342,0,3,0.101549675857,0.08545865170799999
343,0,3,0.149961169853,0.03941986104900001
344,0,119,0.0858785518555,0.0426351705062
345,0,191,0.00347791568079,0.0010147360401200002
346,0,959,0.00121075021406,0.00043246746967
347,0,167,0.00946849308868,0.00339234229288
348,0,1637,2.24540446484e-06,3.86641240575e-06
349,0,3,0.133186033803,0.04055298096740001
350,0,63,0.00775252166798,0.006373026020019999
351,0,1385,0.000114336286557,3.8078185472000006e-05
352,0,3,0.136229397578,0.029763110390000014
353,0,103,0.153728761432,0.05066335521500001
354,0,1519,0.000734523874621,0.00016710888770599998
355,0,35,0.000455142459735,0.00010465926697900005
356,0,147,0.00180525217086,0.0004914284642499999
357,0,3,0.139885712388,0.03259035709399999
358,0,3,0.122594621559,0.043642188074
359,0,3,0.149024004385,0.04807776005200001
360,0,489,6.73476300512e-05,1.5874633804400006e-05
361,0,3,0.158981102076,0.03470368983199999
362,0,123,0.00771616266659,0.00253631797913
363,0,31,0.0260143709342,0.0151972897918
364,0,794,1.8288323707e-05,5.565311666899999e-06
365,0,3,0.0941264731517,0.049427357243299996
366,0,436,0.000141450603314,5.212800884700001e-05
367,0,686,0.000291556264792,0.00014095012624400002
368,0,3,0.152470776603,0.04486937092100002
369,0,1329,5.64098027128e-06,3.0796627690600003e-06
370,0,1766,0.000106087859102,4.034230620030001e-05
371,0,196,9.21689877609e-05,2.0005337842700005e-05
372,0,3,0.201742620541,0.049884234757999996
373,0,3,0.0760815088359,0.08861682216510001
374,0,3,0.102989108176,0.02994179745400001
375,0,1134,0.00589706405132,0.0023537105551399993
376,0,3,0.145709925564,0.04838668352100001
377,0,517,4.96327505574e-05,1.3096319225600006e-05
378,0,3,0.107385637876,0.031080445364999987
379,0,151,0.00532031351065,0.004217247116190001
380,0,15,0.0027301768125,0.0007064900556600002
381,0,3,0.233952759173,0.09230918446300002
382,0,3,0.100902011123,0.042214597044000005
383,0,3,0.160852855395,0.031646565337
384,0,3,0.164103274634,0.03539042189400002
385,0,597,3.56410134592e-05,7.6148338139000005e-06
386,0,3,0.213636896194,0.10252600394200001
387,0,590,6.37263703733e-06,2.06650960542e-06
388,0,420,4.48852896411e-06,2.9131657250000004e-06
389,0,1870,0.000123130452642,0.00010331982457300001
390,0,3,0.122520719938,0.088622469725
391,0,79,0.0900146123233,0.0367134480517
392,0,3,0.156647938596,0.029223980999000004
393,0,3,0.114390778806,0.07404889024099999
394,0,3,0.113135804542,0.08678684870199999
395,0,3,0.150250915079,0.04028819076400002
396,0,3,0.143846262045,0.051963162713600006
397,0,3,0.193458928424,0.05118034769400001
398,0,1891,6.59585092946e-07,5.3372820187840005e-06
399,0,3,0.144430650648,0.034290955331
400,0,67,0.000293267858274,0.00013185156333200002
401,0,55,0.0116919890511,0.007815502754099998
402,0,3,0.141952476669,0.025568450440999993
403,0,1688,1.32190030002e-06,3.09983681242e-06
404,0,977,1.21840446127e-05,5.4357100487e-06
405,0,3,0.142816419517,0.03641347253499999
406,0,95,0.170463908933,0.03700715873800001
407,0,708,0.00299661263909,0.00198597326281
408,0,223,0.000568181312091,0.000318579857755
409,0,1471,0.000272771088311,0.00013436237498000003
410,0,99,0.120585721628,0.08042627808999998
411,0,1739,0.000214903014782,6.1829514173e-05
412,0,1917,0.00125423441992,0.00034731553716
413,0,0,0.148314686197,0.037983872514
414,0,3,0.160675457265,0.027782193945999983
415,0,3,0.169693785065,0.052676738582999996
416,0,231,0.00383578166539,0.0008544388038400001
417,0,1599,1.51708468691e-05,4.5406018866000005e-06
418,0,1250,0.000363437670352,9.702896452300002e-05
419,0,346,1.39222279904e-05,3.3246626387000015e-06
420,0,3,0.173541008793,0.031885898994999995
421,0,808,1.88299782977e-05,4.3554176422e-06
422,0,3,0.123613574497,0.03176445164200001
423,0,372,0.00275753728717,0.0005321135611099999
424,0,3,0.133475839442,0.035348278998
425,0,1244,0.00321291618791,0.0006775735635399997
426,0,1656,0.000634820062352,0.000316668360206
427,0,3,0.130545974721,0.03814752987
428,0,167,0.00583496354706,0.00220883974425
429,0,3,0.130445003436,0.066617512392
430,0,1484,8.09477167696e-06,6.41370567773e-06
431,0,63,0.0103343766287,0.003477916920879999
432,0,59,0.0094371180847,0.00453143291167
433,0,3,0.148157422612,0.068397159678
434,0,922,1.10750800971e-05,4.84571402127e-06
435,0,191,0.00328302869675,0.0014559573624499996
436,0,168,0.0113439958995,0.003275769834129999
437,0,1609,0.000373772375562,0.00013869680293699998
438,0,446,1.56444211329e-05,5.2985996424e-06
439,0,3,0.198115656996,0.053815082012
440,0,59,0.00524962459976,0.0020163045024
441,0,235,0.00243805172531,0.0004519637481200001
442,0,3,0.155742331512,0.049640048785
443,0,3,0.149261374376,0.068494228016
444,0,1065,1.53387881956e-05,7.387305466500001e-06
445,0,183,0.00348305103456,0.0009250976671200005
446,0,3,0.326232237194,0.16020136205200003
447,0,27,0.000141347938496,3.111269011699999e-05
448,0,3,0.160826772474,0.046523831158999995
449,0,3,0.159584389199,0.059941147577000004
450,0,3,0.140874653501,0.047049234209999985
451,0,3,0.0876593184606,0.06701910547639998
452,0,3,0.147649874488,0.05311597035089999
453,0,1841,3.06995982012e-05,2.2014216379200002e-05
454,0,75,0.127611270478,0.041441227706000006
455,0,1152,0.000111143818591,9.2714050503e-05
456,0,3,0.168576024692,0.046919336734000006
457,0,3,0.186831452603,0.072786495156
458,0,118,0.117908036409,0.043575551599099996
459,0,103,0.159419979547,0.06233716363679999
460,0,3,0.101990867842,0.07394918847300001
461,0,3,0.176775737434,0.06361636989900002
462,0,91,0.0668124119714,0.05346379456259999
463,0,3,0.103717692937,0.06136476641899999
464,0,195,0.000241229725221,7.3026022287e-05
465,0,3,0.121043094337,0.04171633172299999
466,0,191,0.00392721120557,0.0009108072038100001
467,0,478,0.00592373784484,0.0031298990982000004
468,0,474,0.00752352783041,0.0024581626630299997
469,0,1602,0.000345001198098,0.00014109122327399996
470,0,1047,4.68328398863e-06,4.709728333310001e-06
471,0,3,0.17134065654,0.039493803169
472,0,3,0.127333745284,0.07062099698500002
473,0,3,0.16545014979,0.05151862810499999
474,0,171,0.00586461178548,0.0026604417564899995
475,0,3,0.105829432286,0.03445905133800001
476,0,3,0.131917668631,0.04144163311100002
477,0,1883,7.78058350693e-06,2.243523382349999e-06
478,0,3,0.16884408753,0.05649191621199999
479,0,3,0.164578648068,0.047212503946999995
480,0,3,0.125642344301,0.035662861611999996
481,0,3,0.134889579269,0.029466449324
482,0,3,0.144737778048,0.039283193029000005
483,0,3,0.128441389582,0.022846006029
484,0,115,0.136436125187,0.03903572427600002
485,0,3,0.157646635699,0.06965500949299999
486,0,432,0.000873824139834,0.00020084361112599999
487,0,132,0.00188435622122,0.0007302221361500001
488,0,3,0.133671659698,0.044349453156
489,0,104,0.117837482547,0.060832459344
490,0,3,0.153972800349,0.02942709467100002
491,0,3,0.116354529181,0.05365673122699999
492,0,11,0.015464669202,0.005579599662000001
493,0,143,0.000558327027028,0.00044826799067199997
494,0,1499,1.61839837932e-05,4.951058864499999e-06
495,0,1623,0.000463102755647,0.000244330832672
496,0,1182,0.0258497227312,0.009053087711799999
497,0,1183,0.0270319401087,0.015154070831699996
498,0,3,0.129813250388,0.042510685504
499,0,3,0.124849933859,0.044037639052000005
500,0,3,0.144688472089,0.061354721877
501,0,3,0.132922481898,0.085890099616
502,0,3,0.15409101169,0.058027839532
503,0,3,0.183986571319,0.040256868397999995
504,0,502,2.93585701453e-06,1.8320916028699999e-06
505,0,23,0.00854552155549,0.0014551775538800002
506,0,223,0.000720778720101,0.0003420765807289999
507,0,3,0.172985213098,0.0789749193262
508,0,23,0.00733655450337,0.00182421388757
509,0,3,0.132789390505,0.046466060559999994
510,0,3,0.162256254873,0.04404587887
511,0,3,0.139299833245,0.083120450263
512,0,3,0.14542971572,0.031876063965999984
513,0,3,0.122767757013,0.0306756290857
514,0,3,0.139431869874,0.03964988627900001
515,0,1468,0.000423922707957,7.512839046799999e-05
516,0,3,0.140483137529,0.024820842705000012
517,0,1775,1.24383306072e-05,5.217131253839999e-06
518,0,71,0.0380047854774,0.0164464255354
519,0,1868,0.000147337638132,2.9130629884000007e-05
520,0,31,0.00907475192345,0.006605049102450002
521,0,1490,2.05723862711e-06,4.27077133822e-06
522,0,3,0.235157319264,0.07990786066699998
523,0,3,0.152449789518,0.030702019647000006
524,0,3,0.131548373607,0.039358778905199995
525,0,3,0.146515626739,0.046757517908999985
526,0,1121,2.66758227118e-06,2.303783109997e-06
527,0,1069,6.11440053744e-06,2.617712140960001e-06
528,0,1,0.168683789348,0.054635393803999996
529,0,3,0.170250974077,0.05058365123699998
530,0,3,0.151516289684,0.062350511856999996
531,0,179,0.0135698316872,0.015275096322000001
532,0,3,0.272026076134,0.10357515319199997
533,0,15,0.00289151827455,0.0010004188252899998
534,0,211,0.00192506674365,0.00101597682554
535,0,753,0.00645470763125,0.00405013275147
536,0,211,0.00167516132767,0.0008902056980100001
537,0,3,0.165993759408,0.04421140296699999
538,0,3,0.151210251979,0.057101504749
539,0,3,0.14571359281,0.031159951674000014
540,0,243,0.00108966480735,0.0003171219843800001
541,0,3,0.171789141512,0.029343155770999996
542,0,11,0.0224974945974,0.005998098125999999
543,0,191,0.00306825147796,0.0014135869501400002
544,0,3,0.132703932206,0.041788342189000016
545,0,195,0.00022380995212,3.4898825642e-05
546,0,3,0.133469204351,0.068916969982
547,0,139,0.00742623879011,0.00264116551035
548,0,3,0.252228978637,0.09717971524800001
549,0,3,0.154491851963,0.04154828746200001
550,0,3,0.156158725617,0.038355358872999984
551,0,115,0.135424337763,0.04430910997500001
552,0,3,0.15899170676,0.052158773891000015
553,0,893,0.11301838752,0.03358496409900001
554,0,3,0.165367478943,0.03231387399999999
555,0,473,0.00729973335651,0.0016242024342500005
556,0,190,0.0041027023159,0.0013004886951599997
557,0,532,7.86018889072e-06,3.15109625767e-06
558,0,3,0.104645270525,0.03633315598299999
559,0,3,0.146652979703,0.040556521385999994
560,0,3,0.198904911066,0.06022552578500001
561,0,1763,9.11246365761e-05,3.301755922990002e-05
562,0,1,0.182867204517,0.044644303669999996
563,0,3,0.155596435331,0.036472146383000004
564,0,1269,0.000242424990267,4.980212676400001e-05
565,0,3,0.196888383635,0.04941162552100001
566,0,3,0.183293378281,0.063271782976
567,0,3,0.108204634918,0.074657797508
568,0,136,0.00830835644727,0.0026271648639099995
569,0,303,1.86104750637e-05,3.6587661839000007e-06
570,0,521,0.000194656043279,5.1585357842e-05
571,0,162,0.0660652620242,0.0302592283583
572,0,3,0.0985922011513,0.04672231144070001
573,0,23,0.00562556609833,0.00343206234368
574,0,803,6.74925538785e-05,3.76199256544e-05
575,0,4,0.000259628259329,0.00010569285721700002
576,0,3,0.175036124111,0.03352253111100001
577,0,1887,3.16318243674e-06,2.690148185328e-06
578,0,3,0.148337416474,0.029957277068
579,0,3,0.197506424891,0.04679425783500002
580,0,1213,0.00701699387089,0.00181055107987
581,0,115,0.134012805206,0.048607495469999984
582,0,3,0.130182383919,0.034201882123999994
583,0,3,0.154860919124,0.05359075530100002
584,0,1502,0.000115876286179,1.8913528153000013e-05
585,0,99,0.147323130607,0.031501858508
586,0,71,0.0188490717788,0.021714532794999998
587,0,89,0.172700137679,0.039573335109999996
588,0,227,0.000136454186457,2.6232157008999988e-05
589,0,697,2.76044676614e-05,6.394448794200001e-06
590,0,1880,4.82812610887e-06,1.6994808778000001e-06
591,0,3,0.151003916949,0.042128725320000004
592,0,3,0.136141307184,0.031389755620000015
593,0,18,0.00235729916553,0.0006540889543700001
594,0,3,0.166872942994,0.03385658528900001
595,0,3,0.145107216275,0.04616254666799999
596,0,51,0.0288390702057,0.0466298556158
597,0,629,9.23444674897e-05,2.4446779634300006e-05
598,0,3,0.115611412708,0.07821518165
599,0,522,6.92344057381e-05,3.409543988090001e-05
600,0,1262,1.68389299018e-05,5.314101414700002e-06
601,0,3,0.0921624225685,0.05834213986749999
602,0,1695,2.37905734393e-06,2.262127311053e-06
603,0,3,0.115422839573,0.051753705474
604,0,83,0.138465260531,0.051074674030500006
